user_id,user_name,subscription_type,monthly_revenue,join_date,last_payment,country,age,gender,device,plan_duration
666,Alex Lindsey Jones,Premium,15.0,26-06-22,29-06-23,Spain,34.0,Female,Tablet,1 Month
667,Matthew Toomey,Basic,11.0,30-06-22,30-06-23,Spain,51.0,Female,Smartphone,1 Month
668,Lisa Rosman,Standard,13.0,03-07-22,30-06-23,United States,49.0,Male,Smart TV,1 Month
669,Pablo O. Scholz,Premium,13.0,19-06-22,28-06-23,Canada,27.0,Female,Tablet,1 Month
670,Ed Koch,Basic,10.0,08-06-22,29-06-23,United States,38.0,Male,Smart TV,1 Month
671,Alynda Wheat,Basic,10.0,08-06-22,30-06-23,United States,51.0,Male,Tablet,1 Month
672,Felicia Feaster,Basic,14.0,09-06-22,30-06-23,Canada,47.0,Female,Tablet,1 Month
673,Sheri Linden,Standard,15.0,09-06-22,27-06-23,United Kingdom,37.0,Male,Smartphone,1 Month
674,Lauren Wissot,Premium,13.0,10-06-22,28-06-23,Australia,37.0,Female,Laptop,1 Month
675,Lael Loewenstein,Basic,11.0,11-06-22,29-06-23,Germany,39.0,Female,Tablet,1 Month
676,Dan Kois,Basic,11.0,13-06-22,29-06-23,France,31.0,Male,Smartphone,1 Month
677,Steven D. Greydanus,Premium,13.0,17-06-22,28-06-23,Brazil,36.0,Male,Smart TV,1 Month
678,Alicia Potter,Standard,15.0,27-06-22,28-06-23,Mexico,42.0,Female,Smart TV,1 Month
679,Steve Persall,Standard,11.0,05-07-22,29-06-23,Spain,49.0,Male,Laptop,1 Month
680,Mary F. Pols,Basic,15.0,07-07-22,29-06-23,Italy,44.0,Female,Laptop,1 Month
681,Leslie Gornstein,Premium,11.0,16-07-22,28-06-23,Spain,33.0,Male,Laptop,1 Month
682,Jeff Meyers,Standard,11.0,23-07-22,27-06-23,Spain,42.0,Male,Tablet,1 Month
683,Manuel Mendoza,Basic,13.0,03-08-22,29-06-23,United States,39.0,Male,Smartphone,1 Month
684,Sarah Boslaugh,Standard,10.0,11-08-22,29-06-23,Canada,49.0,Male,Smartphone,1 Month
685,Nina Garin,Premium,12.0,15-08-22,30-06-23,United States,31.0,Male,Smartphone,1 Month
686,Jeffrey Overstreet,Basic,14.0,18-08-22,28-06-23,United States,37.0,Male,Tablet,1 Month
687,Sam Adams,Premium,13.0,26-08-22,29-06-23,Canada,30.0,Female,Tablet,1 Month
688,James Wegg,Standard,10.0,03-09-22,28-06-23,United Kingdom,42.0,Male,Smartphone,1 Month
689,David Parkinson,Basic,15.0,04-09-22,29-06-23,Australia,37.0,Female,Smart TV,1 Month
690,Simon Miraudo,Standard,15.0,05-09-22,30-06-23,Germany,36.0,Male,Laptop,1 Month
691,Sr. Rose Pacatte,Premium,11.0,01-09-22,29-06-23,France,28.0,Female,Laptop,1 Month
692,Brandy McDonnell,Basic,15.0,31-08-22,30-06-23,Brazil,36.0,Male,Tablet,1 Month
693,Megan Basham,Standard,14.0,01-09-22,29-06-23,Mexico,31.0,Female,Tablet,1 Month
694,David Harris,Premium,14.0,17-09-22,01-07-23,Spain,46.0,Male,Smart TV,1 Month
695,Brian Lowry,Basic,13.0,21-09-22,28-06-23,Italy,28.0,Male,Laptop,1 Month
696,Karina Longworth,Premium,15.0,29-09-22,01-07-23,Spain,31.0,Male,Tablet,1 Month
697,Simon Reynolds,Basic,12.0,06-10-22,29-06-23,Spain,43.0,Male,Smart TV,1 Month
698,Joanna Langfield,Standard,10.0,12-10-22,02-07-23,United States,28.0,Male,Laptop,1 Month
699,Jake Coyle,Standard,13.0,07-10-22,30-06-23,Canada,32.0,Female,Smartphone,1 Month
700,Bill Clark,Basic,12.0,04-10-22,30-06-23,United States,31.0,Female,Laptop,1 Month
701,Chuck the Movieguy,Premium,11.0,24-09-22,28-06-23,United States,45.0,Male,Smart TV,1 Month
702,Emma Dibdin,Basic,14.0,25-09-22,01-07-23,Canada,36.0,Male,Smartphone,1 Month
703,Glenn Kenny,Standard,14.0,27-09-22,30-06-23,United Kingdom,35.0,Male,Laptop,1 Month
704,Thomas Leupp,Premium,13.0,30-09-22,01-07-23,Australia,27.0,Female,Tablet,1 Month
705,Karen Krizanovich,Basic,13.0,04-10-22,28-06-23,Germany,32.0,Male,Laptop,1 Month
706,David Medsker,Premium,12.0,24-10-22,01-07-23,France,46.0,Female,Smartphone,1 Month
707,Sue Pierman,Basic,12.0,28-10-22,30-06-23,Brazil,36.0,Male,Smart TV,1 Month
708,Jason Heck,Standard,13.0,02-11-22,01-07-23,Mexico,39.0,Male,Laptop,1 Month
709,Christopher Kelly,Standard,12.0,07-11-22,28-06-23,Spain,48.0,Female,Smart TV,1 Month
710,Brandon Judell,Basic,10.0,10-11-22,30-06-23,Italy,48.0,Female,Smart TV,1 Month
711,Adam Graham,Premium,14.0,15-11-22,29-06-23,Spain,27.0,Female,Laptop,1 Month
712,Jeanne Kaplan,Basic,13.0,08-11-22,01-07-23,Spain,45.0,Male,Tablet,1 Month
713,David Kaplan,Standard,10.0,01-11-22,27-06-23,United States,30.0,Male,Laptop,1 Month
714,Richard Corliss,Premium,15.0,30-10-22,29-06-23,Canada,29.0,Male,Tablet,1 Month
715,Martin Roberts,Basic,12.0,28-10-22,29-06-23,United States,43.0,Female,Laptop,1 Month
716,Paul Schrodt,Premium,10.0,26-10-22,30-06-23,United States,43.0,Male,Laptop,1 Month
717,Michael A. Smith,Basic,15.0,18-10-22,29-06-23,Canada,39.0,Female,Tablet,1 Month
718,Frederica Mathewes-Green,Standard,14.0,30-09-22,30-06-23,United Kingdom,27.0,Male,Tablet,1 Month
719,Paul Byrnes,Standard,10.0,03-09-22,29-06-23,Australia,33.0,Female,Tablet,1 Month
720,Amy Killin,Basic,10.0,23-08-22,29-06-23,Germany,32.0,Female,Tablet,1 Month
721,Mark Pfeiffer,Premium,10.0,16-08-22,29-06-23,France,37.0,Female,Tablet,1 Month
722,James Luxford,Basic,13.0,11-08-22,30-06-23,Brazil,45.0,Male,Smartphone,1 Month
723,Federico Furzan,Standard,10.0,01-08-22,30-06-23,Mexico,40.0,Female,Smartphone,1 Month
724,Mike Hale,Premium,14.0,01-08-22,29-06-23,Spain,44.0,Male,Laptop,1 Month
725,John Hartl,Basic,12.0,01-08-22,29-06-23,Italy,29.0,Female,Tablet,1 Month
726,Jonathan F. Richards,Premium,14.0,02-08-22,30-06-23,Spain,50.0,Male,Laptop,1 Month
727,David Poland,Basic,11.0,04-08-22,29-06-23,Spain,32.0,Female,Laptop,1 Month
728,Brian J. Arthurs,Standard,14.0,04-08-22,29-06-23,United States,39.0,Male,Laptop,1 Month
729,Vincent Canby,Standard,15.0,07-07-22,30-06-23,Canada,43.0,Female,Smartphone,1 Month
730,Widgett Walls,Basic,12.0,27-06-22,30-06-23,United States,49.0,Female,Smartphone,1 Month
731,Frank Ochieng,Premium,13.0,19-06-22,29-06-23,United States,30.0,Male,Tablet,1 Month
732,Steve Crum,Basic,12.0,19-06-22,29-06-23,Canada,47.0,Male,Tablet,1 Month
733,Geoff Andrew,Standard,10.0,18-06-22,29-06-23,United Kingdom,51.0,Female,Laptop,1 Month
734,Chuck O'Leary,Premium,14.0,19-06-22,30-06-23,Australia,40.0,Male,Tablet,1 Month
735,Dave Kehr,Basic,14.0,24-06-22,28-06-23,Germany,40.0,Male,Laptop,1 Month
736,Richard Schickel,Premium,11.0,30-06-22,30-06-23,France,49.0,Male,Smartphone,1 Month
737,Duncan Fallowell,Basic,15.0,02-07-22,30-06-23,Brazil,43.0,Female,Tablet,1 Month
738,Gary Arnold,Standard,14.0,26-06-22,01-07-23,Mexico,44.0,Female,Smartphone,1 Month
739,Rita Kempley,Standard,13.0,21-06-22,28-06-23,Spain,27.0,Male,Smartphone,1 Month
740,Bill Chambers,Basic,14.0,16-06-22,29-06-23,Italy,30.0,Male,Tablet,1 Month
741,Cheryl DeWolfe,Premium,14.0,09-06-22,30-06-23,Spain,47.0,Male,Smart TV,1 Month
742,Nicolas Lacroix,Basic,13.0,10-06-22,30-06-23,Spain,51.0,Male,Smartphone,1 Month
743,Janet Maslin,Standard,15.0,10-06-22,28-06-23,United States,31.0,Female,Laptop,1 Month
744,Austin O'Connor,Premium,13.0,11-06-22,29-06-23,Canada,34.0,Female,Tablet,1 Month
745,Oz,Basic,11.0,12-06-22,30-06-23,United States,28.0,Female,Laptop,1 Month
746,Jake Euker,Basic,15.0,15-06-22,30-06-23,United States,32.0,Male,Smartphone,1 Month
747,Neil Cohen,Basic,11.0,25-06-22,29-06-23,Canada,41.0,Male,Smart TV,1 Month
748,Cathy Burke,Standard,13.0,30-06-22,28-06-23,United Kingdom,40.0,Male,Smart TV,1 Month
749,Jamie Gillies,Premium,12.0,06-07-22,30-06-23,Australia,46.0,Male,Smart TV,1 Month
750,Bernard Drew,Basic,13.0,09-07-22,29-06-23,Germany,47.0,Male,Smart TV,1 Month
751,Ruth Batchelor,Basic,14.0,18-07-22,29-06-23,France,45.0,Female,Laptop,1 Month
752,David Keyes,Premium,10.0,24-07-22,28-06-23,Brazil,28.0,Female,Smartphone,1 Month
753,Almar Haflidason,Standard,12.0,27-07-22,30-06-23,Mexico,43.0,Female,Smartphone,1 Month
754,Dmetri Kakmi,Standard,11.0,10-08-22,29-06-23,Spain,41.0,Male,Laptop,1 Month
755,James Kendrick,Basic,13.0,16-08-22,30-06-23,Italy,32.0,Male,Tablet,1 Month
756,Jeet Thayil,Premium,14.0,23-08-22,29-06-23,Spain,44.0,Female,Smartphone,1 Month
757,Dan Marcucci and Nancy Serougi,Standard,11.0,03-09-22,30-06-23,Spain,32.0,Male,Laptop,1 Month
758,Barbara Thomas,Basic,12.0,04-09-22,29-06-23,United States,47.0,Male,Laptop,1 Month
759,Brian Juergens,Standard,14.0,05-09-22,29-06-23,Canada,37.0,Male,Smart TV,1 Month
760,Richard Eder,Premium,13.0,04-09-22,01-07-23,United States,40.0,Female,Smartphone,1 Month
761,Eric Henderson,Basic,11.0,31-08-22,29-06-23,United States,48.0,Female,Smart TV,1 Month
762,Teresa Talerico,Premium,10.0,01-09-22,02-07-23,Canada,48.0,Male,Laptop,1 Month
763,Michael Wilmington,Standard,10.0,15-09-22,29-06-23,United Kingdom,35.0,Male,Laptop,1 Month
764,Clancy Sigel,Basic,15.0,18-09-22,03-07-23,Australia,28.0,Male,Smart TV,1 Month
765,Kathleen Carroll,Standard,11.0,28-09-22,29-06-23,Germany,35.0,Female,Smart TV,1 Month
766,Andrew Pollard,Premium,13.0,30-09-22,01-07-23,France,43.0,Male,Smartphone,1 Month
767,Jesús Fernández Santos,Basic,15.0,07-10-22,29-06-23,Brazil,39.0,Male,Laptop,1 Month
768,Brandon Collins,Standard,10.0,08-10-22,02-07-23,Mexico,38.0,Female,Laptop,1 Month
769,Justin Brown,Premium,14.0,08-10-22,30-06-23,Spain,36.0,Female,Smart TV,1 Month
770,Danielle Spencer,Basic,11.0,03-10-22,01-07-23,Italy,42.0,Female,Laptop,1 Month
771,Derek Smith,Premium,14.0,04-10-22,28-06-23,Spain,27.0,Male,Tablet,1 Month
772,John Esther,Basic,12.0,02-10-22,01-07-23,Spain,48.0,Male,Laptop,1 Month
773,Tony Mastroianni,Standard,13.0,01-10-22,30-06-23,United States,27.0,Female,Smart TV,1 Month
774,Matt Bailey,Standard,15.0,03-10-22,02-07-23,Canada,49.0,Male,Smartphone,1 Month
775,Dragan Antulov,Basic,11.0,20-10-22,28-06-23,United States,29.0,Male,Tablet,1 Month
776,Greg Muskewitz,Premium,11.0,21-10-22,01-07-23,United States,44.0,Male,Laptop,1 Month
777,Stefan Birgir Stefansson,Basic,11.0,28-10-22,30-06-23,Canada,31.0,Male,Smartphone,1 Month
778,Charles Cassady,Standard,13.0,03-11-22,01-07-23,United Kingdom,33.0,Male,Tablet,1 Month
779,Paul M. Bradshaw,Premium,10.0,07-11-22,28-06-23,Australia,36.0,Female,Smart TV,1 Month
780,W. Ward Marsh,Basic,15.0,12-11-22,30-06-23,Germany,43.0,Female,Laptop,1 Month
781,Andrew Sarris,Premium,14.0,13-11-22,29-06-23,France,30.0,Female,Smartphone,1 Month
782,Penelope Houston,Basic,13.0,02-11-22,01-07-23,Brazil,44.0,Female,Laptop,1 Month
783,Jake Tropila,Standard,13.0,01-11-22,29-06-23,Mexico,37.0,Female,Laptop,1 Month
784,Bob McCabe,Standard,14.0,31-10-22,30-06-23,Spain,27.0,Male,Laptop,1 Month
785,Rob Blackwelder,Basic,12.0,28-10-22,29-06-23,Italy,35.0,Female,Laptop,1 Month
786,Thomas Delapa,Premium,13.0,24-10-22,30-06-23,Spain,32.0,Male,Smart TV,1 Month
787,Mark Bourne,Basic,12.0,03-10-22,29-06-23,Spain,49.0,Female,Laptop,1 Month
788,Sue Heal,Standard,12.0,13-09-22,30-06-23,United States,45.0,Female,Tablet,1 Month
789,Leo Goldsmith,Premium,11.0,02-09-22,30-06-23,Canada,33.0,Female,Smartphone,1 Month
790,Tom Milne,Basic,14.0,30-08-22,30-06-23,United States,37.0,Female,Smartphone,1 Month
791,Don Druker,Premium,15.0,25-08-22,30-06-23,United States,29.0,Male,Smartphone,1 Month
792,Michael E. Grost,Basic,12.0,11-08-22,30-06-23,Canada,45.0,Male,Smart TV,1 Month
793,Donald J. Levit,Standard,11.0,05-08-22,30-06-23,United Kingdom,42.0,Female,Smartphone,1 Month
794,Kate Muir,Standard,12.0,02-08-22,30-06-23,Australia,32.0,Female,Smart TV,1 Month
795,Christopher Machell,Basic,11.0,03-08-22,01-07-23,Germany,47.0,Male,Smartphone,1 Month
796,Aly Caviness,Premium,12.0,04-08-22,01-07-23,France,27.0,Male,Smart TV,1 Month
797,Leigh Monson,Basic,10.0,05-08-22,30-06-23,Brazil,35.0,Male,Tablet,1 Month
798,P.S. Harrison,Standard,15.0,12-07-22,30-06-23,Mexico,35.0,Male,Laptop,1 Month
799,Film Daily Staff,Premium,10.0,02-07-22,30-06-23,Spain,48.0,Male,Tablet,1 Month
800,Shadow Stage,Basic,12.0,26-06-22,30-06-23,Italy,36.0,Male,Smartphone,1 Month
801,J.W. Stepp,Premium,10.0,22-06-22,29-06-23,Spain,46.0,Male,Smartphone,1 Month
802,Josephine O'Neill,Basic,13.0,22-06-22,30-06-23,Spain,33.0,Female,Smartphone,1 Month
803,Jeremiah Kipp,Standard,14.0,19-06-22,01-07-23,United States,43.0,Male,Smart TV,1 Month
804,Kamal  'The Diva' Larsuel,Standard,14.0,22-06-22,02-07-23,Canada,47.0,Female,Smartphone,1 Month
805,Nathan Rabin,Basic,15.0,27-06-22,28-06-23,United States,39.0,Female,Laptop,1 Month
806,Josh Slater-Williams,Premium,15.0,01-07-22,30-06-23,United States,30.0,Female,Laptop,1 Month
807,Heather Wixson,Basic,11.0,28-06-22,30-06-23,Canada,46.0,Male,Tablet,1 Month
808,Yardena Arar,Standard,13.0,25-06-22,01-07-23,United Kingdom,39.0,Male,Smart TV,1 Month
809,Diego Galán,Premium,10.0,22-06-22,28-06-23,Australia,28.0,Male,Smartphone,1 Month
810,Antonio Lara,Basic,13.0,09-06-22,29-06-23,Germany,38.0,Male,Smartphone,1 Month
811,David Wilson,Premium,13.0,10-06-22,30-06-23,France,36.0,Male,Laptop,1 Month
812,Michael Booth,Basic,15.0,11-06-22,01-07-23,Brazil,33.0,Male,Laptop,1 Month
813,Bruce McCabe,Standard,10.0,11-06-22,28-06-23,Mexico,50.0,Male,Smartphone,1 Month
814,Chris Hicks,Standard,10.0,12-06-22,29-06-23,Spain,38.0,Male,Smartphone,1 Month
815,Ian Nathan,Basic,15.0,13-06-22,30-06-23,Italy,29.0,Male,Smartphone,1 Month
816,Scott Rosenberg,Premium,15.0,18-06-22,30-06-23,Spain,47.0,Female,Smart TV,1 Month
817,Martyn Glanville,Basic,15.0,29-06-22,30-06-23,Spain,31.0,Female,Tablet,1 Month
818,David Bezanson,Standard,13.0,30-06-22,28-06-23,United States,40.0,Male,Tablet,1 Month
819,A.D. Murphy,Premium,14.0,01-07-22,01-07-23,Canada,50.0,Male,Laptop,1 Month
820,Phil Hall,Basic,11.0,07-07-22,30-06-23,United States,43.0,Female,Tablet,1 Month
821,Emma Simmonds,Basic,12.0,13-07-22,29-06-23,United States,35.0,Female,Laptop,1 Month
822,Cath Clarke,Basic,11.0,24-07-22,29-06-23,Canada,36.0,Male,Laptop,1 Month
823,Geoffrey Macnab,Standard,15.0,29-07-22,30-06-23,United Kingdom,30.0,Male,Smartphone,1 Month
824,MFB Critics,Premium,13.0,31-07-22,30-06-23,Australia,47.0,Female,Smartphone,1 Month
825,Richard Roud,Basic,12.0,09-08-22,30-06-23,Germany,30.0,Female,Laptop,1 Month
826,Mal Vincent,Basic,11.0,18-08-22,01-07-23,France,37.0,Male,Smart TV,1 Month
827,Wendy Michener,Premium,15.0,20-08-22,30-06-23,Brazil,34.0,Male,Smartphone,1 Month
828,Jacoba Atlas,Standard,15.0,30-08-22,30-06-23,Mexico,33.0,Female,Smart TV,1 Month
829,Joan Didion,Standard,10.0,01-09-22,29-06-23,Spain,31.0,Male,Tablet,1 Month
830,Jon Niccum,Basic,13.0,02-09-22,03-07-23,Italy,30.0,Female,Smartphone,1 Month
831,Forrest Hartman,Premium,10.0,02-09-22,29-06-23,Spain,35.0,Male,Smartphone,1 Month
832,Heather Boerner,Standard,14.0,15-09-22,02-07-23,Spain,40.0,Female,Tablet,1 Month
833,AV Club Staff,Basic,13.0,17-09-22,29-06-23,United States,29.0,Male,Smartphone,1 Month
834,Jamie Righetti,Standard,14.0,26-09-22,03-07-23,Canada,34.0,Female,Smart TV,1 Month
835,Jonathan R. Perry,Premium,12.0,27-09-22,29-06-23,United States,31.0,Male,Laptop,1 Month
836,Angie Errigo,Basic,15.0,04-10-22,01-07-23,United States,28.0,Male,Laptop,1 Month
837,Mordaunt Hall,Premium,12.0,06-10-22,29-06-23,Canada,46.0,Female,Smart TV,1 Month
838,Emily Blunt,Standard,11.0,07-10-22,02-07-23,United Kingdom,38.0,Male,Smartphone,1 Month
839,John Gholson,Basic,13.0,06-10-22,30-06-23,Australia,35.0,Female,Laptop,1 Month
840,Greg Maki,Standard,15.0,07-10-22,03-07-23,Germany,49.0,Male,Smartphone,1 Month
841,Boo Allen,Premium,13.0,06-10-22,29-06-23,France,42.0,Male,Smartphone,1 Month
842,Ted Whitehead,Basic,14.0,06-10-22,02-07-23,Brazil,37.0,Female,Laptop,1 Month
843,Scott Renshaw,Standard,13.0,04-10-22,01-07-23,Mexico,39.0,Female,Smartphone,1 Month
844,Sarah Chauncey,Premium,10.0,14-10-22,02-07-23,Spain,47.0,Female,Smart TV,1 Month
845,Caffeinated Clint,Basic,12.0,19-10-22,29-06-23,Italy,49.0,Male,Smartphone,1 Month
846,Pauline Kael,Premium,12.0,21-10-22,01-07-23,Spain,35.0,Male,Laptop,1 Month
847,John Ferguson,Basic,11.0,28-10-22,30-06-23,Spain,36.0,Female,Smart TV,1 Month
848,David Robinson,Standard,11.0,01-11-22,02-07-23,United States,40.0,Male,Tablet,1 Month
849,Hilary Mantel,Standard,10.0,12-11-22,29-06-23,Canada,30.0,Female,Smart TV,1 Month
850,Tony Toscano,Basic,13.0,13-11-22,30-06-23,United States,51.0,Female,Smart TV,1 Month
851,Ian Mantgani,Premium,15.0,09-11-22,30-06-23,United States,47.0,Male,Laptop,1 Month
852,Brian Costello,Basic,12.0,08-11-22,01-07-23,Canada,47.0,Female,Laptop,1 Month
853,Ann Ross,Standard,14.0,06-11-22,30-06-23,United Kingdom,39.0,Male,Tablet,1 Month
854,Rachel Wagner,Premium,10.0,07-11-22,30-06-23,Australia,49.0,Male,Smart TV,1 Month
855,Brian Mckay,Basic,12.0,02-11-22,01-07-23,Germany,33.0,Male,Laptop,1 Month
856,Shane Burridge,Premium,10.0,06-10-22,30-06-23,France,32.0,Female,Smart TV,1 Month
857,Josh Gilchrist,Basic,15.0,16-09-22,30-06-23,Brazil,40.0,Male,Smartphone,1 Month
858,Spence D.,Standard,14.0,10-09-22,30-06-23,Mexico,40.0,Female,Laptop,1 Month
859,Audrey Rock-Richardson,Standard,12.0,04-09-22,30-06-23,Spain,51.0,Female,Tablet,1 Month
860,Barbara Shulgasser,Basic,13.0,26-08-22,01-07-23,Italy,50.0,Male,Smart TV,1 Month
861,Octavi Marti,Premium,14.0,14-08-22,01-07-23,Spain,50.0,Female,Smart TV,1 Month
862,William Wolf,Basic,14.0,12-08-22,01-07-23,Spain,47.0,Male,Smartphone,1 Month
863,Roger Hurlburt,Standard,12.0,10-08-22,30-06-23,United States,35.0,Male,Laptop,1 Month
864,Jay Boyar,Premium,11.0,10-08-22,01-07-23,Canada,31.0,Male,Tablet,1 Month
865,Jo Berry,Basic,15.0,04-08-22,01-07-23,United States,36.0,Male,Smartphone,1 Month
866,Gene Siskel,Premium,10.0,05-08-22,01-07-23,United States,41.0,Female,Smart TV,1 Month
867,David Sterritt,Basic,13.0,17-07-22,30-06-23,Canada,49.0,Female,Tablet,1 Month
868,Tom Shales,Standard,12.0,16-07-22,01-07-23,United Kingdom,34.0,Female,Tablet,1 Month
869,Jessica Mason,Standard,15.0,13-07-22,01-07-23,Australia,30.0,Female,Tablet,1 Month
870,Ted Prigge,Basic,13.0,03-07-22,02-07-23,Germany,38.0,Male,Laptop,1 Month
871,Scott Von Doviak,Premium,11.0,24-06-22,29-06-23,France,45.0,Male,Tablet,1 Month
872,Alex Sandell,Basic,14.0,21-06-22,01-07-23,Brazil,42.0,Female,Laptop,1 Month
873,Jon Fortgang,Standard,10.0,22-06-22,01-07-23,Mexico,42.0,Female,Smart TV,1 Month
874,David Gurney,Premium,10.0,23-06-22,02-07-23,Spain,31.0,Male,Smart TV,1 Month
875,Dwight MacDonald,Basic,14.0,26-06-22,29-06-23,Italy,28.0,Male,Smart TV,1 Month
876,Brad Laidman,Premium,11.0,27-06-22,30-06-23,Spain,44.0,Male,Tablet,1 Month
877,Nora Sayre,Basic,13.0,28-06-22,01-07-23,Spain,30.0,Male,Smart TV,1 Month
878,Rory L. Aronsky,Standard,13.0,28-06-22,02-07-23,United States,33.0,Male,Smartphone,1 Month
879,Gerardo Orlando,Standard,12.0,18-06-22,29-06-23,Canada,42.0,Female,Tablet,1 Month
880,Christopher Lloyd,Basic,11.0,11-06-22,30-06-23,United States,31.0,Male,Smart TV,1 Month
881,Bob Thomas,Premium,11.0,11-06-22,01-07-23,United States,31.0,Female,Smartphone,1 Month
882,Augusto Martínez Torres,Basic,13.0,12-06-22,01-07-23,Canada,46.0,Female,Smart TV,1 Month
883,Andre Sennwald,Standard,15.0,13-06-22,29-06-23,United Kingdom,28.0,Female,Tablet,1 Month
884,Matt Easterbrook,Premium,11.0,13-06-22,29-06-23,Australia,50.0,Male,Tablet,1 Month
885,Adrian Turner,Basic,11.0,18-06-22,02-07-23,Germany,34.0,Male,Tablet,1 Month
886,Peter Freedman,Premium,15.0,23-06-22,30-06-23,France,45.0,Female,Smart TV,1 Month
887,Kate Cameron,Basic,12.0,26-06-22,30-06-23,Brazil,38.0,Female,Laptop,1 Month
888,Witney Seibold,Standard,13.0,29-06-22,29-06-23,Mexico,42.0,Female,Laptop,1 Month
889,Courier Mail Staff,Standard,10.0,02-07-22,01-07-23,Spain,45.0,Female,Smartphone,1 Month
890,Meyer Levin (Patterson Murphy),Basic,10.0,06-07-22,30-06-23,Italy,44.0,Male,Smart TV,1 Month
891,E. de S. Melcher,Premium,14.0,18-07-22,30-06-23,Spain,50.0,Female,Smart TV,1 Month
892,SMH Staff,Basic,15.0,29-07-22,30-06-23,Spain,38.0,Male,Tablet,1 Month
893,Alistair Cooke,Standard,13.0,30-07-22,01-07-23,United States,42.0,Female,Smart TV,1 Month
894,Kevin Fiddler,Premium,13.0,03-08-22,01-07-23,Canada,50.0,Male,Smart TV,1 Month
895,J.C. Maçek III,Basic,10.0,15-08-22,30-06-23,United States,30.0,Male,Smartphone,1 Month
896,Yasser Medina,Basic,10.0,20-08-22,01-07-23,United States,47.0,Female,Smartphone,1 Month
897,Leonard Klady,Basic,14.0,21-08-22,30-06-23,Canada,32.0,Female,Laptop,1 Month
898,Philip Kemp,Standard,11.0,30-08-22,02-07-23,United Kingdom,31.0,Female,Tablet,1 Month
899,Robert Martin,Premium,15.0,01-09-22,29-06-23,Australia,37.0,Male,Laptop,1 Month
900,Manny Farber,Basic,14.0,02-09-22,03-07-23,Germany,32.0,Female,Smartphone,1 Month
901,Richard Whitehall,Basic,12.0,04-09-22,30-06-23,France,29.0,Male,Smartphone,1 Month
902,M. Faust,Premium,12.0,10-09-22,02-07-23,Brazil,28.0,Male,Tablet,1 Month
903,Pat Padua,Standard,11.0,25-09-22,29-06-23,Mexico,42.0,Male,Laptop,1 Month
904,Michelle Alexandria,Standard,12.0,27-09-22,03-07-23,Spain,37.0,Male,Tablet,1 Month
905,James Perkins,Basic,13.0,01-10-22,30-06-23,Italy,38.0,Female,Laptop,1 Month
906,Larry Vitacco,Premium,13.0,06-10-22,02-07-23,Spain,32.0,Male,Smart TV,1 Month
907,Jason Bailey,Standard,15.0,07-10-22,30-06-23,Spain,48.0,Male,Laptop,1 Month
908,Kirk Ellis,Basic,13.0,08-10-22,03-07-23,United States,46.0,Female,Smart TV,1 Month
909,Dale Pollock,Standard,14.0,08-10-22,01-07-23,Canada,30.0,Male,Tablet,1 Month
910,Boxoffice Staff,Premium,10.0,08-10-22,03-07-23,United States,40.0,Female,Smart TV,1 Month
911,Gerry Shamray,Basic,13.0,08-10-22,29-06-23,United States,29.0,Male,Smart TV,1 Month
912,Adam Smith,Premium,15.0,08-10-22,02-07-23,Canada,41.0,Male,Tablet,1 Month
913,Total Film Staff,Standard,15.0,10-10-22,01-07-23,United Kingdom,32.0,Male,Laptop,1 Month
914,John Marriott,Basic,12.0,19-10-22,02-07-23,Australia,44.0,Female,Smart TV,1 Month
915,Arthur Knight,Standard,15.0,20-10-22,29-06-23,Germany,41.0,Male,Laptop,1 Month
916,Zaki Hasan,Premium,12.0,26-10-22,01-07-23,France,50.0,Female,Smartphone,1 Month
917,Rich Phippen,Basic,14.0,29-10-22,30-06-23,Brazil,33.0,Female,Tablet,1 Month
918,John Pym,Standard,10.0,31-10-22,02-07-23,Mexico,34.0,Female,Smart TV,1 Month
919,Frank S. Nugent,Premium,15.0,11-11-22,29-06-23,Spain,40.0,Male,Smartphone,1 Month
920,Nathanael Hood,Basic,14.0,09-11-22,01-07-23,Italy,34.0,Female,Tablet,1 Month
921,Luanne Brown,Premium,14.0,09-11-22,01-07-23,Spain,27.0,Female,Smart TV,1 Month
922,Gregory Weinkauf,Basic,13.0,07-11-22,01-07-23,Spain,34.0,Male,Tablet,1 Month
923,Pete Croatto,Standard,13.0,08-11-22,30-06-23,United States,28.0,Male,Tablet,1 Month
924,Jourdain Searles,Standard,14.0,05-11-22,01-07-23,Canada,37.0,Female,Smart TV,1 Month
925,Virginia Graham,Basic,10.0,25-10-22,01-07-23,United States,27.0,Female,Laptop,1 Month
926,Edwin Schallert,Premium,13.0,23-10-22,02-07-23,United States,33.0,Female,Laptop,1 Month
927,Danielle Solzman,Basic,11.0,20-10-22,02-07-23,Canada,42.0,Male,Laptop,1 Month
928,Tom Dawson,Standard,11.0,14-10-22,01-07-23,United Kingdom,49.0,Male,Smartphone,1 Month
929,Neil Mitchell,Premium,13.0,29-08-22,30-06-23,Australia,44.0,Male,Smart TV,1 Month
930,Budd Wilkins,Basic,10.0,18-08-22,01-07-23,Germany,47.0,Male,Laptop,1 Month
931,Dick Lochte,Premium,13.0,13-08-22,02-07-23,France,33.0,Male,Laptop,1 Month
932,Ben Falk,Basic,11.0,11-08-22,02-07-23,Brazil,37.0,Male,Smart TV,1 Month
